platform_ID,platform_name,industry,home_country_name,home_country_iso3c,developer_portal_url,PLAT,PLAT_Notes,search_status
CC198,JCB Co Ltd,CC,Japan,JPN,,NONE,"JCB Co - payment network, no public API",NO_PORTAL
CC199,JP Morgan Chase & Co,CC,United States,USA,https://developer.chase.com/,REGISTRATION,JPMorgan Chase Developer Portal - open banking APIs,COMPLETE
CC200,JSC Bank for Foreign Trade of Vietnam (Vietcombank),CC,Vietnam,VNM,,NONE,Vietcombank - no public developer API,NO_PORTAL
CC201,Jyske Bank A/S,CC,Denmark,DNK,https://jyskebank.com/about/developers,PUBLIC,Gemini verification: NONE→PUBLIC (Jyske Bank provides a public developer portal for PSD2 APIs.) | URL corrected: https://developer.jyskebank.dk/ → https://jyskebank.com/about/developers,NEEDS_VERIFICATION
CC202,Kasikorn Bank PCL,CC,Thailand,THA,https://apiportal.kasikornbank.com/,PUBLIC,Gemini verification: NONE→PUBLIC (KBank provides a public developer portal for Thai banking AP),GEMINI_VERIFIED
CC203,KB Kookmin Card Co Ltd,CC,South Korea,KOR,,NONE,KB Kookmin Card - no public developer API,NO_PORTAL
CC204,KBC Bank & Insurance Holding Co,CC,Belgium,BEL,https://developer.kbc.be/,PUBLIC,Gemini verification: NONE→PUBLIC (KBC provides a public developer portal for its Belgian and C),GEMINI_VERIFIED
CC206,Krung Thai Bank PCL,CC,Thailand,THA,,NONE,Krung Thai Bank - no public developer API,NO_PORTAL
CC207,"La Poste, Groupe",CC,France,FRA,https://developer.laposte.fr/,PUBLIC,Gemini verification: NONE→PUBLIC (La Poste provides a public developer portal for its postal a),GEMINI_VERIFIED
CC208,Landesbank Berlin Holding AG,CC,Germany,DEU,,NONE,Landesbank Berlin - no public developer API,NO_PORTAL
CC209,LaSer Group,CC,France,FRA,,NONE,LaSer Group - no public developer API,NO_PORTAL
CC211,Lloyds Banking Group Plc,CC,United Kingdom,GBR,https://developer.lloydsbanking.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Lloyds provides a public developer portal for its UK banking) | URL corrected via web search,GEMINI_VERIFIED
CC212,Lotte Group,CC,South Korea,KOR,,NONE,Lotte Card - no public developer API,NO_PORTAL
CC213,Malayan Banking Bhd,CC,Malaysia,MYS,https://www.maybanksandbox.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Maybank provides a public developer portal for its Southeast) | URL corrected: https://developer.maybank.com.my/ → https://www.maybanksandbox.com/,NEEDS_VERIFICATION
CC215,Mashreq Bank,CC,United Arab Emirates,ARE,https://developer.mashreqbank.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Mashreq provides a public developer portal for Middle Easter) | URL corrected via web search,GEMINI_VERIFIED
CC216,MBH Bank Nyrt,CC,Hungary,HUN,https://portal.sandbox1.mbhbank.hu/,PUBLIC,Gemini verification: NONE→PUBLIC (Hungarian bank MBH provides a public developer portal for PS) | URL corrected: https://developer.mbhbank.hu/ → https://portal.sandbox1.mbhbank.hu/,NEEDS_VERIFICATION
CC217,Metropolitan Bank & Trust Co - Metrobank - MBTC,CC,Philippines,PHL,,NONE,Reverted PUBLIC→NONE: Metrobank Philippines - no public developer portal,REVERTED
CC218,Military Commercial Joint Stock Bank,CC,Vietnam,VNM,,NONE,MB Bank Vietnam - no public developer API,NO_PORTAL
CC219,Mitsubishi UFJ Financial Group Inc,CC,Japan,JPN,https://developer.portal.bk.mufg.jp/,PUBLIC,Gemini verification: NONE→PUBLIC (MUFG provides a public developer portal for its global banki) | URL corrected via web search,GEMINI_VERIFIED
CC220,MLP AG,CC,Germany,DEU,,NONE,MLP AG - no public developer API,NO_PORTAL
CC221,Moneta Money Bank as,CC,Czech Republic,CZE,https://apiportal.moneta.cz/,PUBLIC,Gemini verification: NONE→PUBLIC (Moneta provides a public developer portal for its Czech bank) | URL corrected via web search,GEMINI_VERIFIED
CC223,National Australia Bank Group (NAB),CC,Australia,AUS,https://developer.nab.com.au/,PUBLIC,Gemini verification: NONE→PUBLIC (NAB provides a public developer portal with documentation fo),GEMINI_VERIFIED
CC225,National Bank of Egypt,CC,Egypt,EGY,,NONE,National Bank of Egypt - no public API,NO_PORTAL
CC226,National Bank of Greece SA,CC,Greece,GRC,https://developer.nbg.gr/,PUBLIC,Gemini verification: NONE→PUBLIC (NBG provides an extensive public developer portal for Greek ),GEMINI_VERIFIED
CC229,NatWest Group Plc,CC,United Kingdom,GBR,https://www.bankofapis.com/,PUBLIC,Gemini verification: NONE→PUBLIC (NatWest operates the Bank of APIs public portal for its bran) | URL corrected via web search,GEMINI_VERIFIED
CC230,Nedbank Group Ltd,CC,South Africa,ZAF,https://apim.nedbank.co.za/,PUBLIC,Gemini verification: NONE→PUBLIC (Nedbank provides a public API marketplace for South African ) | URL corrected via web search,GEMINI_VERIFIED
CC232,Nexi Payments SpA,CC,Italy,ITA,https://developer.nexi.it/,PUBLIC,Gemini verification: NONE→PUBLIC (Nexi provides a public developer portal for its payment and ),GEMINI_VERIFIED
CC233,NOBA Bank Group AB,CC,Sweden,SWE,,NONE,NOBA Bank - no public developer API,NO_PORTAL
CC234,NongHyup Financial Group Inc,CC,South Korea,KOR,,NONE,NongHyup Financial - no public API,NO_PORTAL
CC235,Nordea Bank Abp,CC,Finland,FIN,https://developer.nordeaopenbanking.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Nordea provides a major public developer portal for Nordic b) | URL corrected from https://developer.nordea.com/,GEMINI_VERIFIED
CC236,Novo Banco SA,CC,Portugal,PRT,,NONE,Reverted PUBLIC→NONE: Novo Banco - no specific developer portal,REVERTED
CC237,Nu Pagamentos SA,CC,Brazil,BRA,,NONE,Nubank - no public developer API,NO_PORTAL
CC239,OTP Bank NyRt,CC,Hungary,HUN,https://www.otpbank.hu/portal/en/psd2,PUBLIC,Gemini verification: NONE→PUBLIC (OTP Bank provides a public developer portal for its Hungaria) | URL corrected via web search,GEMINI_VERIFIED
CC240,Oversea-Chinese Banking Corp Ltd (OCBC Bank),CC,Singapore,SGP,https://api.ocbc.com/store,PUBLIC,Gemini verification: NONE→PUBLIC (OCBC provides a public developer portal with documentation f) | URL corrected via web search,GEMINI_VERIFIED
CC241,Paybox Bank AG,CC,Austria,AUT,,NONE,Paybox Bank - no public developer API,NO_PORTAL
CC244,Ping An Insurance Co of China Ltd,CC,China,CHN,,NONE,Ping An - no public developer API,NO_PORTAL
CC245,Piraeus Bank SA,CC,Greece,GRC,https://rapidlink.piraeusbank.gr/,PUBLIC,Gemini verification: NONE→PUBLIC (Piraeus Bank provides a public developer portal for its Gree) | URL corrected via web search,GEMINI_VERIFIED
CC246,PKO Bank Polski SA,CC,Poland,POL,https://developers.pkobp.pl/,PUBLIC,Gemini verification: NONE→PUBLIC (PKO BP provides a public developer portal for its Polish ban) | URL corrected via web search,GEMINI_VERIFIED
CC248,PPF Group NV,CC,Netherlands,NLD,,NONE,PPF Group - no public developer API,NO_PORTAL
CC250,PrivatBank KB AT,CC,Ukraine,UKR,https://api.privatbank.ua/,PUBLIC,Gemini verification: NONE→PUBLIC (PrivatBank provides a comprehensive public portal for Ukrain),GEMINI_VERIFIED
CC252,Public Bank Bhd,CC,Malaysia,MYS,,NONE,Public Bank Bhd - no public API,NO_PORTAL
CC253,Qatar National Bank SAQ,CC,Qatar,QAT,,NONE,QNB - no public developer API,NO_PORTAL
CC254,Rabobank Groep NV,CC,Netherlands,NLD,https://developer.rabobank.nl/,PUBLIC,Gemini verification: NONE→PUBLIC (Rabobank provides a public developer portal for its Dutch an),GEMINI_VERIFIED
CC255,Raiffeisen Bank International AG,CC,Austria,AUT,https://api.rbinternational.com/,PUBLIC,Gemini verification: NONE→PUBLIC (RBI provides a public developer portal for its CEE market AP) | URL corrected via web search,GEMINI_VERIFIED
CC256,Raiffeisen Zentralbank AG,CC,Austria,AUT,,NONE,RZB - no public developer API,NO_PORTAL
CC258,Ripley Corp SA,CC,Chile,CHL,,NONE,Ripley Corp - no public developer API,NO_PORTAL
CC259,Riyad Bank,CC,Saudi Arabia,SAU,https://www.riyadbank.com/open-banking,REGISTRATION,Gemini verification: NONE→REGISTRATION (Riyad Bank requires registration to access its developer por) | URL corrected: https://developer.riyadbank.com/ → https://www.riyadbank.com/open-banking,NEEDS_VERIFICATION
CC260,Rizal Commercial Banking Corp - RCBC,CC,Philippines,PHL,,NONE,Reverted PUBLIC→NONE: RCBC Philippines - no portal URL confirmed,REVERTED
CC261,Royal Bank of Canada (RBC),CC,Canada,CAN,https://developer.rbc.com/,PUBLIC,Gemini verification: NONE→PUBLIC (RBC provides a public developer portal with documentation fo),GEMINI_VERIFIED
CC262,Russkiy Standart Bank AO,CC,Russia,RUS,,NONE,Russkiy Standart - no public API,NO_PORTAL
CC264,Saigon Thuong Tin Commercial JSB,CC,Vietnam,VNM,,NONE,Sacombank - no public developer API,NO_PORTAL
CC266,Saudi National Bank SNB,CC,Saudi Arabia,SAU,,NONE,Saudi National Bank - no public API,NO_PORTAL
CC267,Sberbank PAO,CC,Russia,RUS,https://developers.sber.ru/,PUBLIC,Gemini verification: NONE→PUBLIC (Sber provides a massive public developer portal for its Russ) | URL corrected from https://developers.sberbank.ru/,GEMINI_VERIFIED
CC268,SBI Cards & Payment Services Ltd,CC,India,IND,,NONE,SBI Cards - no public developer API,NO_PORTAL
CC270,Security Bank Corp,CC,Philippines,PHL,,NONE,Security Bank - no public developer API,NO_PORTAL
CC274,Shanghai Pudong Development Bank Co Ltd,CC,China,CHN,,NONE,SPDB - no public developer API,NO_PORTAL
CC275,Shell Plc,CC,United Kingdom,GBR,https://developer.shell.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Shell provides a public developer portal for its fleet and r),GEMINI_VERIFIED
CC277,Shinhan Group,CC,South Korea,KOR,,NONE,Shinhan Group - no public developer API,NO_PORTAL
CC278,Shinhan Vietnam Bank Ltd,CC,Vietnam,VNM,,NONE,Shinhan Vietnam - no public API,NO_PORTAL
CC279,"Siam Commercial Bank PCL, The",CC,Thailand,THA,https://developer.scb/,PUBLIC,Gemini verification: NONE→PUBLIC (SCB provides a public developer portal for its Thai banking ),GEMINI_VERIFIED
CC281,Skandinaviska Enskilda Banken AB,CC,Sweden,SWE,https://developer.sebgroup.com/,PUBLIC,Gemini verification: NONE→PUBLIC (SEB provides a public developer portal for its Nordic/Baltic),GEMINI_VERIFIED
CC282,Société Générale SA,CC,France,FRA,https://developer.societegenerale.fr/,PUBLIC,Gemini verification: NONE→PUBLIC (SocGen provides a public developer portal for its global ban) | URL corrected from https://developer.societegenerale.com/,GEMINI_VERIFIED
CC285,Standard Bank of South Africa,CC,South Africa,ZAF,https://developer.standardbank.co.za/,PUBLIC,Gemini verification: NONE→PUBLIC (Standard Bank provides a public API marketplace for African ),GEMINI_VERIFIED
CC286,Standard Chartered Bank Plc,CC,United Kingdom,GBR,,NONE,Session 10: URL DNS failure. No valid developer portal found. Changed PLAT to NONE.,COMPLETED
CC288,Sumitomo Mitsui Financial Group Inc,CC,Japan,JPN,https://developer.smbcdigital.com/,PUBLIC,Gemini verification: NONE→PUBLIC (SMBC provides a public developer portal for its Japanese ban) | URL corrected via web search,GEMINI_VERIFIED
CC290,Svenska Handelsbanken AB,CC,Sweden,SWE,https://developer.handelsbanken.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Handelsbanken provides a public developer portal for its Eur),GEMINI_VERIFIED
CC291,Swedbank AB,CC,Sweden,SWE,https://developer.swedbank.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Swedbank provides a public developer portal for its Nordic a),GEMINI_VERIFIED
CC292,Sydbank A/S,CC,Denmark,DNK,https://www.bankdata.dk/developers,PUBLIC,Gemini verification: NONE→PUBLIC (Sydbank provides a public developer portal for PSD2 APIs.) | URL corrected via web search,GEMINI_VERIFIED
CC294,Taishin Financial Holding Co Ltd,CC,Taiwan,TWN,,NONE,Reverted PUBLIC→NONE: Taishin Financial - no developer portal found,REVERTED
CC298,Tarjeta Naranja SA,CC,Argentina,ARG,,NONE,Tarjeta Naranja - no public API,NO_PORTAL
CC299,TD Bank Financial Group,CC,Canada,CAN,,NONE,Session 10: No own developer portal. Uses Plaid aggregator API. Changed PLAT to NONE.,COMPLETED
CC302,Tien Phong Commercial JSB,CC,Vietnam,VNM,,NONE,TPBank Vietnam - no public API,NO_PORTAL
CC303,TKS Bank AO,CC,Russia,RUS,https://developer.tbank.ru/,PUBLIC,Gemini verification: NONE→PUBLIC (Tinkoff provides a comprehensive public portal for its digit) | URL corrected from https://www.tinkoff.ru/dev/,GEMINI_VERIFIED
CC308,Turkiye Cumhuriyeti Ziraat Bankasi AS,CC,Turkey,TUR,,NONE,Ziraat Bank - no public developer API,NO_PORTAL
CC309,Turkiye Halk Bankasi AS,CC,Turkey,TUR,,NONE,Halkbank - no public developer API,NO_PORTAL
CC310,Turkiye Is Bankasi AS (Isbank),CC,Turkey,TUR,https://api.isbank.com.tr/,PUBLIC,Gemini verification: NONE→PUBLIC (Isbank provides a public developer portal for Turkish bankin),GEMINI_VERIFIED
CC311,Turkiye Vakiflar Bankasi TAO,CC,Turkey,TUR,,NONE,Vakifbank - no public developer API,NO_PORTAL
CC312,Tuya SA,CC,Colombia,COL,https://developer.tuya.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Tuya provides a massive public IoT platform and API document),GEMINI_VERIFIED
CC314,UniCredit Group,CC,Italy,ITA,https://developer.unicredit.eu/,PUBLIC,Gemini verification: NONE→PUBLIC (UniCredit provides a public developer portal for its Europea),GEMINI_VERIFIED
CC316,Union Bank of the Philippines Inc,CC,Philippines,PHL,https://developer.unionbankph.com/,PUBLIC,Gemini verification: NONE→PUBLIC (UnionBank provides a leading public developer portal in the ),GEMINI_VERIFIED
CC319,United Overseas Bank Ltd,CC,Singapore,SGP,https://developers.uobgroup.com/en/,PUBLIC,Gemini verification: NONE→PUBLIC (UOB provides a public developer portal for its Southeast Asi) | URL corrected via web search,GEMINI_VERIFIED
CC320,Universo IME SA,CC,Spain,ESP,,NONE,Universo IME - no public developer API,NO_PORTAL
CC325,Värde Partners Inc,CC,United States,USA,,NONE,"Värde Partners - PE firm, no API",NO_PORTAL
CC328,Vietnam International Commercial JSB,CC,Vietnam,VNM,,NONE,VIB Vietnam - no public developer API,NO_PORTAL
CC329,Vietnam JSC Bank for Industry & Trade (Vietinbank),CC,Vietnam,VNM,,NONE,Vietinbank - no public developer API,NO_PORTAL
CC331,Vietnam Prosperity Commercial JCB,CC,Vietnam,VNM,,NONE,VPBank - no public developer API,NO_PORTAL
CC332,Vietnam Technological & Commercial Bank,CC,Vietnam,VNM,,NONE,Techcombank - no public developer API,NO_PORTAL
CC333,Virgin Group Ltd,CC,United Kingdom,GBR,,NONE,Virgin Money - no public developer API,NO_PORTAL
CC335,VTB Bank PAO,CC,Russia,RUS,https://developer.vtb.ru/,PUBLIC,Gemini verification: NONE→PUBLIC (VTB provides a public developer portal for its Russian banki),GEMINI_VERIFIED
CC337,Warburg Pincus Financial Holdings (Israel) Ltd,CC,Israel,ISR,,NONE,"Warburg Pincus - PE firm, no API",NO_PORTAL
CC339,Westpac Banking Corp,CC,Australia,AUS,https://developer.westpac.co.nz/,PUBLIC,Gemini verification: NONE→PUBLIC (Westpac provides a public developer portal for its Australia) | URL corrected from https://developer.westpac.com.au/,GEMINI_VERIFIED
CC341,Woori Finance Holdings Co Ltd,CC,South Korea,KOR,,NONE,Woori Finance - no public developer API,NO_PORTAL
CC342,Yapi ve Kredi Bankasi AS,CC,Turkey,TUR,https://apiportal.yapikredi.com.tr/,PUBLIC,Gemini verification: NONE→PUBLIC (Yapi Kredi provides a public developer portal for Turkish ba) | URL corrected via web search,GEMINI_VERIFIED
CC344,Zenith Bank UK Ltd,CC,Nigeria,NGA,,NONE,Zenith Bank - no public developer API,NO_PORTAL
CP2,Acegame SA,CP,Argentina,ARG,,NONE,"Acegame Argentina - Gaming retailer, no API",NO_PORTAL
CP3,Acer Inc,CP,Taiwan,TWN,https://spatiallabs.acer.com/developer,RESTRICTED,Acer - Partner programs for gaming/enterprise only,SEARCHED
CP5,Alphabet Inc,CP,United States,USA,https://developers.google.com,PUBLIC,Google/Alphabet has extensive public developer portals with APIs freely accessible.,NO_PORTAL
CP6,Alza.cz as,CP,Czech Republic,CZE,https://trade.alza.cz/cs/info/api,REGISTRATION,Alza Trade API requires registration to obtain Client ID and Secret key.,NO_PORTAL
CP7,Amazon.com Inc,CP,United States,USA,https://developer.amazon.com,REGISTRATION,Amazon offers multiple developer portals requiring developer account registration.,NO_PORTAL
CP8,Apex Technology Co Ltd,CP,China,CHN,https://apexfintechsolutions.com/developers/,REGISTRATION,Apex Fintech Solutions developer portal requires registration and access request.,NO_PORTAL
CP9,Apple Inc,CP,United States,USA,https://developer.apple.com,PUBLIC,Apple Developer portal is publicly accessible with free registration.,NO_PORTAL
CP11,Archos SA,CP,France,FRA,,NONE,"Archos - Discontinued tablet brand, no active API",NO_PORTAL
CP13,Asbisc Enterprises Plc,CP,Cyprus,,,NONE,"Asbisc - IT distributor, no developer API",NO_PORTAL
CP14,AsusTek Computer Inc,CP,Taiwan,TWN,https://iot.asus.com,RESTRICTED,ASUS - ROG SDK is partner-only,SEARCHED
CP17,BBK Electronics Corp Ltd,CP,China,CHN,,NONE,BBK Electronics (Oppo/Vivo parent) - No unified API,NO_PORTAL
CP18,BenQ Corp,CP,Taiwan,TWN,,NONE,"BenQ - Display/projector brand, no public API",NO_PORTAL
CP19,Blackview International Group,CP,China,CHN,,NONE,"Blackview - Rugged phone brand, no API",NO_PORTAL
CP20,Brother Industries Ltd,CP,Japan,JPN,https://developerprogram.brother-usa.com/,PUBLIC,Brother Developer Program - print SDKs,COMPLETE
CP21,Canon Inc,CP,Japan,JPN,https://developersupport.usa.canon.com/,REGISTRATION,Canon Developer Support - print/camera SDKs,COMPLETE
CP22,Casper Computer AS,CP,Turkey,TUR,,NONE,"Casper Turkey - PC brand, no developer API",NO_PORTAL
CP23,CCE da Amazonia SA,CP,Brazil,BRA,,NONE,"CCE Brazil - Electronics brand, no API",NO_PORTAL
CP26,Cosmic Technologies Inc,CP,Philippines,PHL,,NONE,"Cosmic Technologies Philippines - Phone brand, no API",NO_PORTAL
CP29,Dell Technologies Inc,CP,United States,USA,https://developer.dell.com/,REGISTRATION,Dell Developer Portal - enterprise APIs,COMPLETE
CP30,Denver Electronics A/S,CP,Denmark,DNK,,NONE,"Denver Electronics - Budget brand, no API",NO_PORTAL
CP34,DNS OOO,CP,Russia,RUS,,NONE,"DNS Russia - Electronics retailer, no API",NO_PORTAL
CP35,Dynabook Inc,CP,Japan,JPN,https://us.dynabook.com/smartglasses/developers-kit,RESTRICTED,Dynabook (ex-Toshiba) - B2B programs only,SEARCHED
CP36,Dyname SA,CP,Argentina,ARG,,NONE,"Dyname Argentina - Electronics, no API",NO_PORTAL
CP39,Exo SA,CP,Argentina,ARG,,NONE,"Exo Argentina - PC brand, no developer API",NO_PORTAL
CP40,Fujifilm Holdings Corp,CP,Japan,JPN,https://developers.fujifilm.com/,NONE,Reclassified to NONE (Feb 2026): Fujifilm developer portal no longer exists. Gemini verification returned UNCERTAIN - no active public developer program found.,COMPLETE
CP41,General Mobile Inc,CP,Turkey,TUR,,NONE,"General Mobile Turkey - Phone brand, no API",NO_PORTAL
CP43,Goclever Sp zoo,CP,Poland,POL,,NONE,"Goclever Poland - Tablet brand, no API",NO_PORTAL
CP45,Haier Group,CP,China,CHN,https://hope.haier.com/,NONE,"Reclassified to NONE (Feb 2026): Haier HOPE platform (hope.haier.com) is a Chinese-language innovation/collaboration portal, not a developer platform. Only 1.7KB of content scraped - no API docs, SDKs, or developer resources.",SEARCHED
CP50,Huawei Technologies Co Ltd,CP,China,CHN,https://developer.huawei.com,PUBLIC,Huawei Developers portal is publicly accessible with HMS Core APIs.,NO_PORTAL
CP53,iiyama Electric Co Ltd,CP,Japan,JPN,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP56,Intech Surya Abadi PT,CP,Indonesia,IDN,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP58,Intex Technologies (India) Ltd,CP,India,IND,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP61,Karbonn Mobile India Pvt Ltd,CP,India,IND,,NONE,Gemini verification: REGISTRATION→NONE (Previous developer links are dead; no active developer porta) - URL cleared (portal dead/inactive),GEMINI_VERIFIED
CP63,Komplett AS,CP,Norway,NOR,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP66,Koninklijke Philips NV,CP,Netherlands,NLD,https://developers.meethue.com/,REGISTRATION,Philips Hue Developer Program requires registration.,NO_PORTAL
CP67,Kyocera Corp,CP,Japan,JPN,https://www.kyoceradocumentsolutions.eu/en/products/developers-partner-programme.html,REGISTRATION,Kyocera HyPAS Developer Partner Programme requires registration.,NO_PORTAL
CP69,Lava International Ltd,CP,India,IND,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP70,Lechpol,CP,Poland,POL,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP71,Lenovo Group Ltd,CP,China,CHN,https://support.lenovo.com/thinkreality,REGISTRATION,Lenovo Developer Program with centralized API Dev Portal.,NO_PORTAL
CP72,LG Corp,CP,South Korea,KOR,https://developer.lge.com/,PUBLIC,Gemini verification: REGISTRATION→PUBLIC (LG Developer site provides public documentation for webOS an) | URL corrected via web search,GEMINI_VERIFIED
CP74,Micro-Star International Co Ltd,CP,Taiwan,TWN,https://partner.msi.com/,REGISTRATION,MSI Center SDK available through MSI Partner Portal.,NO_PORTAL
CP75,Microlab Electronics Co Ltd,CP,China,CHN,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP76,MNI SA,CP,Poland,POL,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP78,Multilaser Industrial SA,CP,Brazil,BRA,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP81,NEC Corp,CP,Japan,JPN,https://www.univergeblue.com/cloud-services/extend/api-platform/,REGISTRATION,NEC UNIVERGE BLUE EXTEND API Platform requires registration.,NO_PORTAL
CP82,Network One Distribution SRL,CP,Romania,ROU,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP83,New San SA,CP,Argentina,ARG,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP84,Nippon Klick Corp,CP,Japan,JPN,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP85,Nokia Corp,CP,Finland,FIN,https://network.developer.nokia.com/,PUBLIC,Nokia Network Developer Portal is publicly accessible.,NO_PORTAL
CP87,OKI Electric Industry Co Ltd,CP,Japan,JPN,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP89,Panasonic Corp,CP,Japan,JPN,https://hangar.panasonic.aero/sdk,REGISTRATION,Panasonic Avionics Hangar Developer Program requires registration.,NO_PORTAL
CP90,Pantum International Ltd,CP,China,CHN,https://developer.pantum.com,REGISTRATION,Gemini verification: NONE→REGISTRATION (Requires registration for printing SDKs and API access.) | URL NEEDS_MANUAL_VERIFICATION (web search inconclusive),NEEDS_VERIFICATION
CP93,Piranha Bilisim Teknolojileri Ltd Sti,CP,Turkey,TUR,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP94,Plaisio Computers SA,CP,Greece,GRC,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP95,Positivo Tecnologia SA,CP,Brazil,BRA,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP96,Prism Tech Pvt Ltd,CP,India,IND,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP97,Quatrotec Electrónica SL,CP,Spain,ESP,,NONE,"Consumer electronics company, no public developer API found",NO_PORTAL
CP98,Razer Inc,CP,Singapore,SGP,https://developer.razer.com/,PUBLIC,Razer Developer Portal is publicly accessible.,NO_PORTAL
CP99,Ricoh Co Ltd,CP,Japan,JPN,https://www.ricoh-usa.com/en/developer-program,REGISTRATION,Ricoh Developer Program requires membership and registration.,NO_PORTAL
CP101,Seiko Epson Corp,CP,Japan,JPN,https://developer.epsonconnect.com/,REGISTRATION,Seiko Epson developer network for printing APIs,COMPLETE
CP103,Sencor Europe Sro,CP,Czech Republic,CZE,,NONE,"Sencor - Consumer electronics brand, no API",NO_PORTAL
CP106,Shenzhen Zhixin New Information Technology Co Ltd,CP,China,CHN,,NONE,"Zhixin China - OEM manufacturer, no public API",NO_PORTAL
CP107,Sigma Mobile TOV,CP,Ukraine,UKR,,NONE,"Sigma Mobile Ukraine - Phone brand, no API",NO_PORTAL
CP110,Star Telecom Alliance Resources Inc,CP,Canada,CAN,,NONE,"Star Telecom Canada - Phone retailer, no API",NO_PORTAL
CP112,TCL Corp,CP,China,CHN,,NONE,"TCL - Uses Roku/Android TV platforms, no own API",NO_PORTAL
CP115,Toshiba Corp,CP,Japan,JPN,https://griddb.net,RESTRICTED,Toshiba - B2B partner programs only,SEARCHED
CP116,TPV Technology Ltd,CP,Hong Kong SAR China,HKG,,NONE,"TPV Technology - Display OEM, no public API",NO_PORTAL
CP117,Transsion Holdings,CP,China,CHN,https://dev.transsion.com/,PUBLIC,Gemini verification: NONE→PUBLIC (Provides a public developer portal for its mobile ecosystem.) | URL corrected via web search,GEMINI_VERIFIED
CP122,Vaio Corp,CP,Japan,JPN,,NONE,"Vaio - Laptop brand, no developer API",NO_PORTAL
CP123,Vestel Elektronik AS,CP,Turkey,TUR,,NONE,Reclassified from RESTRICTED to NONE - no proprietary developer portal (Gemini search 2/16/26),SEARCHED
CP124,ViewSonic Corp,CP,United States,USA,,NONE,"ViewSonic - Display brand, no public API",NO_PORTAL
CP125,Visual Fan SRL,CP,Romania,ROU,,NONE,"Visual Fan Romania - Local brand, no API",NO_PORTAL
CP126,Xerox Corp,CP,United States,USA,https://www.xerox.com/en-us/about/developer-program,REGISTRATION,Xerox developer portal for printing APIs,COMPLETE
CP127,Xiaomi Corp,CP,China,CHN,https://global.developer.mi.com/,PUBLIC,"Xiaomi Mi Developer portal - apps, push, IoT",COMPLETE
CP130,ZTE Corp,CP,China,CHN,https://developer.zte.com.cn/,NONE,Reclassified to NONE (Feb 2026): ZTE developer portal unreachable. Gemini verification returned UNCERTAIN - developer.zte.com.cn no longer resolves.,COMPLETE
FO2,Aram Meem LLC,FO,United Arab Emirates,ARE,,NONE,"Aram Meem - UAE delivery, no developer portal found",NO_PORTAL
FO4,Bolt Technology OÜ,FO,Estonia,,https://developer.bolt.eu/,RESTRICTED,Bolt developer portal exists but no public API access,COMPLETE
FO5,Capital A Bhd,FO,Malaysia,MYS,,NONE,Capital A (AirAsia) - No food delivery developer API,NO_PORTAL
FO8,Coupang Corp,FO,South Korea,KOR,https://developers.coupangcorp.com,RESTRICTED,"Coupang Korea - Partner APIs only, no public access",SEARCHED
FO11,Deliveroo Plc,FO,United Kingdom,GBR,https://developers.deliveroo.com/,REGISTRATION,POS integration API for restaurant partners,COMPLETE
FO12,Delivery Hero SE,FO,Germany,DEU,https://developers.deliveryhero.com/,REGISTRATION,Q-Commerce and Restaurant Integration APIs,COMPLETE
FO13,Demaecan Co Ltd,FO,Japan,JPN,,NONE,"Demaecan - Japanese food delivery, no public API found",NO_PORTAL
FO14,Didi Chuxing Technology Co Ltd,FO,China,CHN,https://mcp.didichuxing.com,RESTRICTED,"Didi - Partner APIs only, no public developer portal",SEARCHED
FO16,Domino's Pizza Inc,FO,United States,USA,,NONE,"Domino's - No public developer API, franchise-only systems",NO_PORTAL
FO17,DoorDash Inc,FO,United States,USA,https://developer.doordash.com/,REGISTRATION,Drive API and Marketplace API,COMPLETE
FO18,Easi Australia Pty Ltd,FO,Australia,AUS,,NONE,"Easi Australia - Small regional platform, no public API",NO_PORTAL
